date,total.confirmed,district,state,total.deceased,total.recovered,delta.confirmed,delta.deceased,delta.recovered,delta.tested,total.tested,delta.other,total.other
2020-01-30,,Mumbai,MH,,,,,,,,,
2020-02-02,,Mumbai,MH,,,,,,,,,
2020-02-03,,Mumbai,MH,,,,,,,,,
2020-02-14,,Mumbai,MH,,,,,,,,,
2020-03-02,,Mumbai,MH,,,,,,,,,
2020-03-03,,Mumbai,MH,,,,,,,,,
2020-03-04,,Mumbai,MH,,,,,,,,,
2020-03-05,,Mumbai,MH,,,,,,,,,
2020-03-06,,Mumbai,MH,,,,,,,,,
2020-03-07,,Mumbai,MH,,,,,,,,,
2020-03-08,,Mumbai,MH,,,,,,,,,
2020-03-09,,Mumbai,MH,,,,,,,,,
2020-03-10,,Mumbai,MH,,,,,,,,,
2020-03-11,,Mumbai,MH,,,,,,,,,
2020-03-12,,Mumbai,MH,,,,,,,,,
2020-03-13,,Mumbai,MH,,,,,,,,,
2020-03-14,,Mumbai,MH,,,,,,,,,
2020-03-15,,Mumbai,MH,,,,,,,,,
2020-03-16,,Mumbai,MH,,,,,,,,,
2020-03-17,,Mumbai,MH,,,,,,,,,
2020-03-18,,Mumbai,MH,,,,,,,,,
2020-03-19,,Mumbai,MH,,,,,,,,,
2020-03-20,,Mumbai,MH,,,,,,,,,
2020-03-21,,Mumbai,MH,,,,,,,,,
2020-03-22,,Mumbai,MH,,,,,,,,,
2020-03-23,,Mumbai,MH,,,,,,,,,
2020-03-24,,Mumbai,MH,,,,,,,,,
2020-03-25,,Mumbai,MH,,,,,,,,,
2020-03-26,,Mumbai,MH,,,,,,,,,
2020-03-27,,Mumbai,MH,,,,,,,,,
2020-03-28,,Mumbai,MH,,,,,,,,,
2020-03-29,,Mumbai,MH,,,,,,,,,
2020-03-30,,Mumbai,MH,,,,,,,,,
2020-03-31,,Mumbai,MH,,,,,,,,,
2020-04-01,,Mumbai,MH,,,,,,,,,
2020-04-02,,Mumbai,MH,,,,,,,,,
2020-04-03,,Mumbai,MH,,,,,,,,,
2020-04-04,,Mumbai,MH,,,,,,,,,
2020-04-05,,Mumbai,MH,,,,,,,,,
2020-04-06,,Mumbai,MH,,,,,,,,,
2020-04-07,,Mumbai,MH,,,,,,,,,
2020-04-08,,Mumbai,MH,,,,,,,,,
2020-04-09,,Mumbai,MH,,,,,,,,,
2020-04-10,,Mumbai,MH,,,,,,,,,
2020-04-11,,Mumbai,MH,,,,,,,,,
2020-04-12,,Mumbai,MH,,,,,,,,,
2020-04-13,,Mumbai,MH,,,,,,,,,
2020-04-14,,Mumbai,MH,,,,,,,,,
2020-04-15,,Mumbai,MH,,,,,,,,,
2020-04-16,,Mumbai,MH,,,,,,,,,
2020-04-17,,Mumbai,MH,,,,,,,,,
2020-04-18,,Mumbai,MH,,,,,,,,,
2020-04-19,,Mumbai,MH,,,,,,,,,
2020-04-20,,Mumbai,MH,,,,,,,,,
2020-04-21,,Mumbai,MH,,,,,,,,,
2020-04-22,,Mumbai,MH,,,,,,,,,
2020-04-23,,Mumbai,MH,,,,,,,,,
2020-04-24,,Mumbai,MH,,,,,,,,,
2020-04-25,,Mumbai,MH,,,,,,,,,
2020-04-26,5407.0,Mumbai,MH,204.0,641.0,,,,,,,
2020-04-27,5776.0,Mumbai,MH,219.0,711.0,369.0,15.0,70.0,,,,
2020-04-28,6169.0,Mumbai,MH,244.0,798.0,393.0,25.0,87.0,,,,
2020-04-29,6644.0,Mumbai,MH,270.0,936.0,475.0,26.0,138.0,,,,
2020-04-30,7061.0,Mumbai,MH,290.0,1092.0,417.0,20.0,156.0,,,,
2020-05-01,7812.0,Mumbai,MH,296.0,1134.0,751.0,6.0,42.0,,,,
2020-05-02,8359.0,Mumbai,MH,322.0,1203.0,547.0,26.0,69.0,,,,
2020-05-03,8800.0,Mumbai,MH,343.0,1230.0,441.0,21.0,27.0,,,,
2020-05-04,9310.0,Mumbai,MH,361.0,1395.0,510.0,18.0,165.0,,,,
2020-05-05,9945.0,Mumbai,MH,387.0,1605.0,635.0,26.0,210.0,,,,
2020-05-06,10714.0,Mumbai,MH,412.0,1694.0,769.0,25.0,89.0,,,,
2020-05-07,11394.0,Mumbai,MH,437.0,1793.0,680.0,25.0,99.0,,,,
2020-05-08,12142.0,Mumbai,MH,462.0,1867.0,748.0,25.0,74.0,,,,
2020-05-09,12864.0,Mumbai,MH,489.0,1867.0,722.0,27.0,,,,,
2020-05-10,13739.0,Mumbai,MH,508.0,2296.0,875.0,19.0,429.0,,,,
2020-05-11,14521.0,Mumbai,MH,528.0,2366.0,782.0,20.0,70.0,,,,
2020-05-12,14947.0,Mumbai,MH,556.0,2513.0,426.0,28.0,147.0,,,,
2020-05-13,15747.0,Mumbai,MH,596.0,2739.0,800.0,40.0,226.0,,,,
2020-05-14,16738.0,Mumbai,MH,621.0,2944.0,991.0,25.0,205.0,,,,
2020-05-15,17671.0,Mumbai,MH,655.0,3125.0,933.0,34.0,181.0,,,,
2020-05-16,18555.0,Mumbai,MH,696.0,3260.0,884.0,41.0,135.0,,,,
2020-05-17,20150.0,Mumbai,MH,734.0,3498.0,1595.0,38.0,238.0,,,,
2020-05-18,21335.0,Mumbai,MH,757.0,3730.0,1185.0,23.0,232.0,162000.0,162000.0,,
2020-05-19,22746.0,Mumbai,MH,800.0,4352.0,1411.0,43.0,622.0,,162000.0,,
2020-05-20,24118.0,Mumbai,MH,841.0,4702.0,1372.0,41.0,350.0,,162000.0,,
2020-05-21,25500.0,Mumbai,MH,882.0,5769.0,1382.0,41.0,1067.0,,162000.0,,
2020-05-22,27251.0,Mumbai,MH,909.0,6096.0,1751.0,27.0,327.0,2671.0,164671.0,,
2020-05-23,28817.0,Mumbai,MH,949.0,6381.0,1566.0,40.0,285.0,,164671.0,,
2020-05-24,30542.0,Mumbai,MH,988.0,7083.0,1725.0,39.0,702.0,,164671.0,,
2020-05-25,31972.0,Mumbai,MH,1026.0,7584.0,1430.0,38.0,501.0,10170.0,174841.0,,
2020-05-26,32974.0,Mumbai,MH,1065.0,8013.0,1002.0,39.0,429.0,,174841.0,,
2020-05-27,34018.0,Mumbai,MH,1097.0,8408.0,1044.0,32.0,395.0,10860.0,185701.0,,
2020-05-28,35485.0,Mumbai,MH,1135.0,8650.0,1467.0,38.0,242.0,4266.0,189967.0,,
2020-05-29,36932.0,Mumbai,MH,1173.0,16008.0,1447.0,38.0,7358.0,,189967.0,,
2020-05-30,38442.0,Mumbai,MH,1227.0,16364.0,1510.0,54.0,356.0,,189967.0,,
2020-05-31,39686.0,Mumbai,MH,1279.0,16791.0,1244.0,52.0,427.0,,189967.0,,
2020-06-01,41099.0,Mumbai,MH,1319.0,16985.0,1413.0,40.0,194.0,11540.0,201507.0,,
2020-06-02,42216.0,Mumbai,MH,1368.0,17213.0,1117.0,49.0,228.0,,201507.0,,
2020-06-03,43492.0,Mumbai,MH,1417.0,17472.0,1276.0,49.0,259.0,10574.0,212081.0,,
2020-06-04,44931.0,Mumbai,MH,1465.0,18096.0,1439.0,48.0,624.0,3748.0,215829.0,,
2020-06-05,46080.0,Mumbai,MH,1519.0,18778.0,1149.0,54.0,682.0,,215829.0,,
2020-06-06,47354.0,Mumbai,MH,1577.0,19977.0,1274.0,58.0,1199.0,,215829.0,,
2020-06-07,48774.0,Mumbai,MH,1638.0,21190.0,1420.0,61.0,1213.0,,215829.0,,
2020-06-08,50085.0,Mumbai,MH,1702.0,22032.0,1311.0,64.0,842.0,,215829.0,,
2020-06-09,51100.0,Mumbai,MH,1760.0,22943.0,1015.0,58.0,911.0,17741.0,233570.0,,
2020-06-10,52667.0,Mumbai,MH,1857.0,23694.0,1567.0,97.0,751.0,,233570.0,,
2020-06-11,54085.0,Mumbai,MH,1954.0,24209.0,1418.0,97.0,515.0,9362.0,242932.0,,
2020-06-12,55451.0,Mumbai,MH,2044.0,25152.0,1366.0,90.0,943.0,,242932.0,,
2020-06-13,56831.0,Mumbai,MH,2113.0,25947.0,1380.0,69.0,795.0,,242932.0,8.0,8.0
2020-06-14,58226.0,Mumbai,MH,2182.0,26986.0,1395.0,69.0,1039.0,,242932.0,,8.0
2020-06-15,59293.0,Mumbai,MH,2250.0,30125.0,1067.0,68.0,3139.0,18278.0,261210.0,,8.0
2020-06-16,60228.0,Mumbai,MH,3167.0,31041.0,935.0,917.0,916.0,3370.0,264580.0,,8.0
2020-06-17,61587.0,Mumbai,MH,3244.0,31338.0,1359.0,77.0,297.0,5028.0,269608.0,,8.0
2020-06-18,62875.0,Mumbai,MH,3311.0,31856.0,1288.0,67.0,518.0,,269608.0,,8.0
2020-06-19,64139.0,Mumbai,MH,3425.0,32264.0,1264.0,114.0,408.0,9182.0,278790.0,,8.0
2020-06-20,65329.0,Mumbai,MH,3561.0,32867.0,1190.0,136.0,603.0,8594.0,287384.0,,8.0
2020-06-21,66488.0,Mumbai,MH,3671.0,33491.0,1159.0,110.0,624.0,4206.0,291590.0,,8.0
2020-06-22,67586.0,Mumbai,MH,3737.0,34121.0,1098.0,66.0,630.0,3271.0,294861.0,,8.0
2020-06-23,68410.0,Mumbai,MH,3844.0,34576.0,824.0,107.0,455.0,4518.0,299379.0,,8.0
2020-06-24,69528.0,Mumbai,MH,3964.0,37008.0,1118.0,120.0,2432.0,5311.0,304690.0,,8.0
2020-06-25,70878.0,Mumbai,MH,4062.0,39149.0,1350.0,98.0,2141.0,,304690.0,,8.0
2020-06-26,72175.0,Mumbai,MH,4179.0,39744.0,1297.0,117.0,595.0,,304690.0,,8.0
2020-06-27,74252.0,Mumbai,MH,4284.0,42329.0,2077.0,105.0,2585.0,15283.0,319973.0,,8.0
2020-06-28,75539.0,Mumbai,MH,4371.0,43154.0,1287.0,87.0,825.0,4693.0,324666.0,,8.0
2020-06-29,76765.0,Mumbai,MH,4463.0,43545.0,1226.0,92.0,391.0,,324666.0,,8.0
2020-06-30,77658.0,Mumbai,MH,4556.0,44170.0,893.0,93.0,625.0,3955.0,328621.0,,8.0
2020-07-01,79145.0,Mumbai,MH,4631.0,44791.0,1487.0,75.0,621.0,11175.0,339796.0,,8.0
2020-07-02,80699.0,Mumbai,MH,4689.0,50691.0,1554.0,58.0,5900.0,,339796.0,,8.0
2020-07-03,82074.0,Mumbai,MH,4762.0,52392.0,1375.0,73.0,1701.0,10117.0,349913.0,,8.0
2020-07-04,83237.0,Mumbai,MH,4830.0,53463.0,1163.0,68.0,1071.0,4736.0,354649.0,,8.0
2020-07-05,84524.0,Mumbai,MH,4899.0,55884.0,1287.0,69.0,2421.0,4510.0,359159.0,1.0,9.0
2020-07-06,85724.0,Mumbai,MH,4938.0,57152.0,1200.0,39.0,1268.0,3961.0,363120.0,1.0,10.0
2020-07-07,86509.0,Mumbai,MH,5002.0,58137.0,785.0,64.0,985.0,5483.0,368603.0,1.0,11.0
2020-07-08,87856.0,Mumbai,MH,5064.0,59238.0,1347.0,62.0,1101.0,5539.0,374142.0,,11.0
2020-07-09,89124.0,Mumbai,MH,5132.0,60195.0,1268.0,68.0,957.0,5412.0,379554.0,,11.0
2020-07-10,90461.0,Mumbai,MH,5205.0,61934.0,1337.0,73.0,1739.0,5899.0,385453.0,276.0,287.0
2020-07-11,91745.0,Mumbai,MH,5244.0,63431.0,1284.0,39.0,1497.0,5769.0,391222.0,1.0,288.0
2020-07-12,92988.0,Mumbai,MH,5288.0,64872.0,1243.0,44.0,1441.0,5278.0,396500.0,,288.0
2020-07-13,94146.0,Mumbai,MH,5335.0,65622.0,1158.0,47.0,750.0,5241.0,401741.0,,288.0
2020-07-14,95100.0,Mumbai,MH,5405.0,66633.0,954.0,70.0,1011.0,6579.0,408320.0,1.0,289.0
2020-07-15,96474.0,Mumbai,MH,5467.0,67830.0,1374.0,62.0,1197.0,7070.0,415390.0,,289.0
2020-07-16,97950.0,Mumbai,MH,5523.0,67830.0,1476.0,56.0,,5955.0,421345.0,1.0,290.0
2020-07-17,99164.0,Mumbai,MH,5585.0,69340.0,1214.0,62.0,1510.0,6033.0,427378.0,1.0,291.0
2020-07-18,100350.0,Mumbai,MH,5650.0,70492.0,1186.0,65.0,1152.0,5849.0,433227.0,,291.0
2020-07-19,101388.0,Mumbai,MH,5714.0,71685.0,1038.0,64.0,1193.0,4989.0,438216.0,1.0,292.0
2020-07-20,102423.0,Mumbai,MH,5755.0,72648.0,1035.0,41.0,963.0,4867.0,443083.0,,292.0
2020-07-21,103368.0,Mumbai,MH,5817.0,73555.0,945.0,62.0,907.0,7376.0,450459.0,,292.0
2020-07-22,104678.0,Mumbai,MH,5875.0,75118.0,1310.0,58.0,1563.0,6052.0,456511.0,,292.0
2020-07-23,105923.0,Mumbai,MH,5930.0,77102.0,1245.0,55.0,1984.0,6210.0,462721.0,,292.0
2020-07-24,106980.0,Mumbai,MH,5984.0,78259.0,1057.0,54.0,1157.0,7609.0,470330.0,2.0,294.0
2020-07-25,108060.0,Mumbai,MH,6036.0,78876.0,1080.0,52.0,617.0,8495.0,478825.0,,294.0
2020-07-26,109161.0,Mumbai,MH,6093.0,80238.0,1101.0,57.0,1362.0,6738.0,485563.0,,294.0
2020-07-27,110182.0,Mumbai,MH,6132.0,81944.0,1021.0,39.0,1706.0,8776.0,494339.0,,294.0
2020-07-28,110882.0,Mumbai,MH,6187.0,84411.0,700.0,55.0,2467.0,11643.0,505982.0,,294.0
2020-07-29,111991.0,Mumbai,MH,6247.0,85327.0,1109.0,60.0,916.0,10732.0,516714.0,,294.0
2020-07-30,113199.0,Mumbai,MH,6300.0,86447.0,1208.0,53.0,1120.0,10268.0,526982.0,,294.0
2020-07-31,114284.0,Mumbai,MH,6353.0,87074.0,1085.0,53.0,627.0,10554.0,537536.0,,294.0
2020-08-01,115331.0,Mumbai,MH,6398.0,87906.0,1047.0,45.0,832.0,9084.0,546620.0,2.0,296.0
2020-08-02,116436.0,Mumbai,MH,6447.0,88299.0,1105.0,49.0,393.0,5374.0,551994.0,,296.0
2020-08-03,117406.0,Mumbai,MH,6493.0,90089.0,970.0,46.0,1790.0,7793.0,559787.0,,296.0
2020-08-04,118115.0,Mumbai,MH,6549.0,90960.0,709.0,56.0,871.0,7244.0,567031.0,1.0,297.0
2020-08-05,119240.0,Mumbai,MH,6591.0,91673.0,1125.0,42.0,713.0,8888.0,575919.0,,297.0
2020-08-06,120150.0,Mumbai,MH,6648.0,92659.0,910.0,57.0,986.0,7241.0,583160.0,,297.0
2020-08-07,121012.0,Mumbai,MH,6693.0,93898.0,862.0,45.0,1239.0,9070.0,592230.0,,297.0
2020-08-08,122316.0,Mumbai,MH,6751.0,95354.0,1304.0,58.0,1456.0,7561.0,599791.0,,297.0
2020-08-09,123382.0,Mumbai,MH,6799.0,96586.0,1066.0,48.0,1232.0,5628.0,605419.0,,297.0
2020-08-10,124307.0,Mumbai,MH,6845.0,97993.0,925.0,46.0,1407.0,,605419.0,,297.0
2020-08-11,125224.0,Mumbai,MH,6893.0,99147.0,917.0,48.0,1154.0,17544.0,622963.0,,297.0
2020-08-12,126356.0,Mumbai,MH,6943.0,100069.0,1132.0,50.0,922.0,14913.0,637876.0,,297.0
2020-08-13,127556.0,Mumbai,MH,6991.0,100954.0,1200.0,48.0,885.0,,637876.0,,297.0
2020-08-14,128535.0,Mumbai,MH,7038.0,101860.0,979.0,47.0,906.0,7275.0,645151.0,3.0,300.0
2020-08-15,127716.0,Mumbai,MH,7086.0,102749.0,-819.0,48.0,889.0,6442.0,651593.0,,300.0
2020-08-16,128726.0,Mumbai,MH,7133.0,103468.0,1010.0,47.0,719.0,5097.0,656690.0,,300.0
2020-08-17,129479.0,Mumbai,MH,7173.0,104301.0,753.0,40.0,833.0,6710.0,663400.0,1.0,301.0
2020-08-18,130410.0,Mumbai,MH,7222.0,105193.0,931.0,49.0,892.0,,663400.0,1.0,302.0
2020-08-19,131542.0,Mumbai,MH,7268.0,106057.0,1132.0,46.0,864.0,,663400.0,1.0,303.0
2020-08-20,132822.0,Mumbai,MH,7314.0,107033.0,1280.0,46.0,976.0,25476.0,688876.0,,303.0
2020-08-21,134228.0,Mumbai,MH,7356.0,108268.0,1406.0,42.0,1235.0,8492.0,697368.0,2.0,305.0
2020-08-22,135362.0,Mumbai,MH,7388.0,109368.0,1134.0,32.0,1100.0,,697368.0,,305.0
2020-08-23,136353.0,Mumbai,MH,7422.0,110059.0,991.0,34.0,691.0,12215.0,709583.0,,305.0
2020-08-24,137096.0,Mumbai,MH,7442.0,111082.0,743.0,20.0,1023.0,5960.0,715543.0,,305.0
2020-08-25,137683.0,Mumbai,MH,7477.0,111962.0,587.0,35.0,880.0,,715543.0,1.0,306.0
2020-08-26,139537.0,Mumbai,MH,7505.0,112743.0,1854.0,28.0,781.0,19076.0,734619.0,4.0,310.0
2020-08-27,140888.0,Mumbai,MH,7535.0,113577.0,1351.0,30.0,834.0,9266.0,743885.0,3.0,313.0
2020-08-28,142108.0,Mumbai,MH,7565.0,114818.0,1220.0,30.0,1241.0,9984.0,753869.0,5.0,318.0
2020-08-29,143389.0,Mumbai,MH,7596.0,115500.0,1281.0,31.0,682.0,8803.0,762672.0,4.0,322.0
2020-08-30,144626.0,Mumbai,MH,7626.0,116352.0,1237.0,30.0,852.0,6146.0,768818.0,5.0,327.0
2020-08-31,145805.0,Mumbai,MH,7658.0,117268.0,1179.0,32.0,916.0,7156.0,775974.0,1.0,328.0
2020-09-01,146947.0,Mumbai,MH,7693.0,118859.0,1142.0,35.0,1591.0,8418.0,784392.0,,328.0
2020-09-02,148569.0,Mumbai,MH,7727.0,119702.0,1622.0,34.0,843.0,8393.0,792785.0,2.0,330.0
2020-09-03,150095.0,Mumbai,MH,7764.0,120561.0,1526.0,37.0,859.0,9862.0,802647.0,1.0,331.0
2020-09-04,152024.0,Mumbai,MH,7799.0,121671.0,1929.0,35.0,1110.0,10388.0,813035.0,1.0,332.0
2020-09-05,153712.0,Mumbai,MH,7832.0,122566.0,1688.0,33.0,895.0,11851.0,824886.0,4.0,336.0
2020-09-06,155622.0,Mumbai,MH,7869.0,123478.0,1910.0,37.0,912.0,9458.0,834344.0,,336.0
2020-09-07,157410.0,Mumbai,MH,7900.0,125017.0,1788.0,31.0,1539.0,9347.0,843691.0,7.0,343.0
2020-09-08,158756.0,Mumbai,MH,7942.0,125906.0,1346.0,42.0,889.0,12763.0,856454.0,5.0,348.0
2020-09-09,160744.0,Mumbai,MH,7985.0,126743.0,1988.0,43.0,837.0,15701.0,872155.0,3.0,351.0
2020-09-10,163115.0,Mumbai,MH,8023.0,128112.0,2371.0,38.0,1369.0,15119.0,887274.0,,351.0
2020-09-11,165306.0,Mumbai,MH,8067.0,129244.0,2191.0,44.0,1132.0,15827.0,903101.0,2.0,353.0
2020-09-12,167656.0,Mumbai,MH,8109.0,130016.0,2350.0,42.0,772.0,12688.0,915789.0,2.0,355.0
2020-09-13,169741.0,Mumbai,MH,8150.0,130918.0,2085.0,41.0,902.0,9359.0,925148.0,2.0,357.0
2020-09-14,172010.0,Mumbai,MH,8181.0,132347.0,2269.0,31.0,1429.0,,925148.0,2.0,359.0
2020-09-15,173596.0,Mumbai,MH,8230.0,134066.0,1586.0,49.0,1719.0,,925148.0,3.0,362.0
2020-09-16,175974.0,Mumbai,MH,8280.0,135563.0,2378.0,50.0,1497.0,39461.0,964609.0,3.0,365.0
2020-09-17,178385.0,Mumbai,MH,8323.0,136736.0,2411.0,43.0,1173.0,13113.0,977722.0,2.0,367.0
2020-09-18,180668.0,Mumbai,MH,8375.0,137664.0,2283.0,52.0,928.0,,977722.0,3.0,370.0
2020-09-19,182203.0,Mumbai,MH,8425.0,142769.0,1535.0,50.0,5105.0,,977722.0,,370.0
2020-01-30,,Pune,MH,,,,,,,
2020-02-02,,Pune,MH,,,,,,,
2020-02-03,,Pune,MH,,,,,,,
2020-02-14,,Pune,MH,,,,,,,
2020-03-02,,Pune,MH,,,,,,,
2020-03-03,,Pune,MH,,,,,,,
2020-03-04,,Pune,MH,,,,,,,
2020-03-05,,Pune,MH,,,,,,,
2020-03-06,,Pune,MH,,,,,,,
2020-03-07,,Pune,MH,,,,,,,
2020-03-08,,Pune,MH,,,,,,,
2020-03-09,,Pune,MH,,,,,,,
2020-03-10,,Pune,MH,,,,,,,
2020-03-11,,Pune,MH,,,,,,,
2020-03-12,,Pune,MH,,,,,,,
2020-03-13,,Pune,MH,,,,,,,
2020-03-14,,Pune,MH,,,,,,,
2020-03-15,,Pune,MH,,,,,,,
2020-03-16,,Pune,MH,,,,,,,
2020-03-17,,Pune,MH,,,,,,,
2020-03-18,,Pune,MH,,,,,,,
2020-03-19,,Pune,MH,,,,,,,
2020-03-20,,Pune,MH,,,,,,,
2020-03-21,,Pune,MH,,,,,,,
2020-03-22,,Pune,MH,,,,,,,
2020-03-23,,Pune,MH,,,,,,,
2020-03-24,,Pune,MH,,,,,,,
2020-03-25,,Pune,MH,,,,,,,
2020-03-26,,Pune,MH,,,,,,,
2020-03-27,,Pune,MH,,,,,,,
2020-03-28,,Pune,MH,,,,,,,
2020-03-29,,Pune,MH,,,,,,,
2020-03-30,,Pune,MH,,,,,,,
2020-03-31,,Pune,MH,,,,,,,
2020-04-01,,Pune,MH,,,,,,,
2020-04-02,,Pune,MH,,,,,,,
2020-04-03,,Pune,MH,,,,,,,
2020-04-04,,Pune,MH,,,,,,,
2020-04-05,,Pune,MH,,,,,,,
2020-04-06,,Pune,MH,,,,,,,
2020-04-07,,Pune,MH,,,,,,,
2020-04-08,,Pune,MH,,,,,,,
2020-04-09,,Pune,MH,,,,,,,
2020-04-10,,Pune,MH,,,,,,,
2020-04-11,,Pune,MH,,,,,,,
2020-04-12,,Pune,MH,,,,,,,
2020-04-13,,Pune,MH,,,,,,,
2020-04-14,,Pune,MH,,,,,,,
2020-04-15,,Pune,MH,,,,,,,
2020-04-16,,Pune,MH,,,,,,,
2020-04-17,,Pune,MH,,,,,,,
2020-04-18,,Pune,MH,,,,,,,
2020-04-19,,Pune,MH,,,,,,,
2020-04-20,,Pune,MH,,,,,,,
2020-04-21,,Pune,MH,,,,,,,
2020-04-22,,Pune,MH,,,,,,,
2020-04-23,,Pune,MH,,,,,,,
2020-04-24,,Pune,MH,,,,,,,
2020-04-25,,Pune,MH,,,,,,,
2020-04-26,1052.0,Pune,MH,76.0,210.0,,,,,
2020-04-27,1099.0,Pune,MH,80.0,221.0,47.0,4.0,11.0,,
2020-04-28,1174.0,Pune,MH,82.0,233.0,75.0,2.0,12.0,,
2020-04-29,1192.0,Pune,MH,85.0,244.0,18.0,3.0,11.0,,
2020-04-30,1248.0,Pune,MH,88.0,248.0,56.0,3.0,4.0,,
2020-05-01,1316.0,Pune,MH,99.0,285.0,68.0,11.0,37.0,,
2020-05-02,1339.0,Pune,MH,102.0,321.0,23.0,3.0,36.0,,
2020-05-03,1396.0,Pune,MH,106.0,339.0,57.0,4.0,18.0,,
2020-05-04,2018.0,Pune,MH,113.0,425.0,622.0,7.0,86.0,,
2020-05-05,2062.0,Pune,MH,119.0,528.0,44.0,6.0,103.0,,
2020-05-06,2087.0,Pune,MH,122.0,588.0,25.0,3.0,60.0,,
2020-05-07,2129.0,Pune,MH,129.0,670.0,42.0,7.0,82.0,,
2020-05-08,2177.0,Pune,MH,139.0,730.0,48.0,10.0,60.0,,
2020-05-09,2225.0,Pune,MH,149.0,730.0,48.0,10.0,,,
2020-05-10,2679.0,Pune,MH,155.0,925.0,454.0,6.0,195.0,,
2020-05-11,2789.0,Pune,MH,158.0,1086.0,110.0,3.0,161.0,,
2020-05-12,2937.0,Pune,MH,164.0,1163.0,148.0,6.0,77.0,,
2020-05-13,3161.0,Pune,MH,170.0,1197.0,224.0,6.0,34.0,,
2020-05-14,3314.0,Pune,MH,175.0,1377.0,153.0,5.0,180.0,,
2020-05-15,3481.0,Pune,MH,181.0,1432.0,167.0,6.0,55.0,,
2020-05-16,3647.0,Pune,MH,188.0,1452.0,166.0,7.0,20.0,,
2020-05-17,3821.0,Pune,MH,197.0,1511.0,174.0,9.0,59.0,,
2020-05-18,4071.0,Pune,MH,205.0,1676.0,250.0,8.0,165.0,,
2020-05-19,4240.0,Pune,MH,211.0,1807.0,169.0,6.0,131.0,,
2020-05-20,4477.0,Pune,MH,226.0,1874.0,237.0,15.0,67.0,,
2020-05-21,4665.0,Pune,MH,234.0,1940.0,188.0,8.0,66.0,,
2020-05-22,4993.0,Pune,MH,243.0,2174.0,328.0,9.0,234.0,,
2020-05-23,5347.0,Pune,MH,257.0,2279.0,354.0,14.0,105.0,,
2020-05-24,5682.0,Pune,MH,263.0,2459.0,335.0,6.0,180.0,,
2020-05-25,5996.0,Pune,MH,274.0,2568.0,314.0,11.0,109.0,,
2020-05-26,6335.0,Pune,MH,282.0,2830.0,339.0,8.0,262.0,,
2020-05-27,6614.0,Pune,MH,291.0,3086.0,279.0,9.0,256.0,,
2020-05-28,6896.0,Pune,MH,301.0,3242.0,282.0,10.0,156.0,,
2020-05-29,7223.0,Pune,MH,314.0,3425.0,327.0,13.0,183.0,,
2020-05-30,7537.0,Pune,MH,320.0,3559.0,314.0,6.0,134.0,,
2020-05-31,7919.0,Pune,MH,329.0,3699.0,382.0,9.0,140.0,,
2020-06-01,8045.0,Pune,MH,338.0,3793.0,126.0,9.0,94.0,,
2020-06-02,8196.0,Pune,MH,348.0,4317.0,151.0,10.0,524.0,,
2020-06-03,8463.0,Pune,MH,367.0,4585.0,267.0,19.0,268.0,,
2020-06-04,8825.0,Pune,MH,376.0,4774.0,362.0,9.0,189.0,,
2020-06-05,9051.0,Pune,MH,390.0,4893.0,226.0,14.0,119.0,71293.0,71293.0
2020-06-06,9289.0,Pune,MH,400.0,5195.0,238.0,10.0,302.0,1855.0,73148.0
2020-06-07,9705.0,Pune,MH,406.0,5516.0,416.0,6.0,321.0,,73148.0
2020-06-08,9877.0,Pune,MH,413.0,5743.0,172.0,7.0,227.0,1670.0,74818.0
2020-06-09,10073.0,Pune,MH,429.0,5903.0,196.0,16.0,160.0,,74818.0
2020-06-10,10406.0,Pune,MH,439.0,6079.0,333.0,10.0,176.0,3440.0,78258.0
2020-06-11,10882.0,Pune,MH,447.0,6208.0,476.0,8.0,129.0,1723.0,79981.0
2020-06-12,11281.0,Pune,MH,459.0,6379.0,399.0,12.0,171.0,3472.0,83453.0
2020-06-13,11722.0,Pune,MH,469.0,6567.0,441.0,10.0,188.0,,83453.0
2020-06-14,12184.0,Pune,MH,480.0,6750.0,462.0,11.0,183.0,3712.0,87165.0
2020-06-15,12419.0,Pune,MH,494.0,7279.0,235.0,14.0,529.0,,87165.0
2020-06-16,12888.0,Pune,MH,588.0,7293.0,469.0,94.0,14.0,,87165.0
2020-06-17,13250.0,Pune,MH,610.0,7410.0,362.0,22.0,117.0,7382.0,94547.0
2020-06-18,14000.0,Pune,MH,610.0,7585.0,750.0,,175.0,2216.0,96763.0
2020-06-19,14704.0,Pune,MH,610.0,8020.0,704.0,,435.0,2690.0,99453.0
2020-06-20,15286.0,Pune,MH,587.0,8324.0,582.0,-23.0,304.0,1304.0,100757.0
2020-06-21,15881.0,Pune,MH,601.0,8622.0,595.0,14.0,298.0,3977.0,104734.0
2020-06-22,16474.0,Pune,MH,612.0,8791.0,593.0,11.0,169.0,3840.0,108574.0
2020-06-23,16907.0,Pune,MH,624.0,9142.0,433.0,12.0,351.0,5474.0,114048.0
2020-06-24,17445.0,Pune,MH,637.0,9407.0,538.0,13.0,265.0,5520.0,119568.0
2020-06-25,18015.0,Pune,MH,659.0,9706.0,570.0,22.0,299.0,2215.0,121783.0
2020-06-26,19031.0,Pune,MH,675.0,10025.0,1016.0,16.0,319.0,4162.0,125945.0
2020-06-27,19761.0,Pune,MH,694.0,10335.0,730.0,19.0,310.0,4151.0,130096.0
