date,total.confirmed,district,state,total.deceased,total.recovered,delta.confirmed,delta.deceased,delta.recovered,delta.tested,total.tested,delta.other,total.other,levitt.Metric,MA.21.daily.tests,delta.positivity,MA.21.delta.positivity,delta.percent.case.growth,delta.hospitalized,total.hospitalized,delta.active,spline.active,spline.deceased,spline.hospitalized,spline.recovered,delta.tested.non.impu,delta.confirmed.non.impu,delta.deceased.non.impu,delta.recovered.non.impu,delta.other.non.impu,total.tested.non.impu,total.confirmed.non.impu,total.recovered.non.impu,total.deceased.non.impu,total.other.non.impu,delta.active.non.impu,MA.21.daily.active.non.impu,MA.21.daily.deceased.non.impu,MA.21.daily.recovered.non.impu
2020-06-12,50043.0,Mumbai,MH,1841.0,24512.0,1366.0,90.0,943.0,4570.0,247496.0,0.0,0.0,0.05012184894722596,3944.285714285714,29.89059080962801,36.05287597575333,-0.03667136812411853,202.8395778892053,7336.454032929759,23690.0,23690.0,90.0,202.8395778892053,943.0,0.0,1366.0,90.0,943.0,0.0,242932.0,50044.0,24511.0,1840.0,0.0,23693.0,19896.095238095237,54.04761904761905,907.4285714285714
2020-06-13,51423.0,Mumbai,MH,1910.0,25307.0,1380.0,69.0,795.0,4570.0,252066.0,0.0,0.0,0.036794339807597595,4000.4761904761904,30.196936542669583,35.29107817942871,0.01024890190336758,204.91846082511222,7541.372493754871,24206.0,24206.0,69.0,204.91846082511222,795.0,0.0,1380.0,69.0,795.0,8.0,242932.0,51424.0,25306.0,1909.0,8.0,24201.0,20242.571428571428,55.42857142857143,931.7142857142857
2020-06-14,52818.0,Mumbai,MH,1979.0,26346.0,1395.0,69.0,1039.0,4570.0,256636.0,0.0,0.0,0.035488424561890115,4056.6666666666665,30.525164113785557,34.32156429188457,0.010869565217391353,207.14583539929822,7748.51832915417,24493.0,24493.0,69.0,207.14583539929822,1039.0,0.0,1395.0,69.0,1039.0,0.0,242932.0,52819.0,26345.0,1978.0,8.0,24496.0,20556.238095238095,56.857142857142854,947.7619047619048
2020-06-15,53885.0,Mumbai,MH,2047.0,29485.0,1067.0,68.0,3139.0,4570.0,261206.0,0.0,0.0,0.033783640058723745,4112.857142857143,23.34792122538293,33.42466097616675,-0.23512544802867386,155.563967176131,7904.082296330301,22353.0,22353.0,68.0,155.563967176131,3139.0,18278.0,1067.0,68.0,3139.0,0.0,261210.0,53886.0,29484.0,2046.0,8.0,22356.0,20725.571428571428,58.285714285714285,1073.3809523809523
2020-06-16,54820.0,Mumbai,MH,2964.0,30401.0,935.0,917.0,916.0,3370.0,264576.0,0.0,0.0,0.37016440075468804,4014.7619047619046,27.74480712166172,33.867126140339536,-0.12371134020618557,112.47556897658757,8016.557865306889,21455.0,21455.0,917.0,112.47556897658757,916.0,3370.0,935.0,917.0,916.0,0.0,264580.0,54821.0,30400.0,2963.0,8.0,21458.0,20826.714285714286,100.0952380952381,1096.5714285714287
2020-06-17,56179.0,Mumbai,MH,3041.0,30698.0,1359.0,77.0,297.0,5028.0,269604.0,0.0,0.0,0.025646701261387243,3995.6190476190477,27.028639618138424,34.23865567753582,0.4534759358288769,172.16360826680702,8188.721473573696,22440.0,22440.0,77.0,172.16360826680702,297.0,5028.0,1359.0,77.0,297.0,0.0,269608.0,56180.0,30697.0,3040.0,8.0,22443.0,20945.380952380954,102.23809523809524,1091.904761904762
2020-06-18,57467.0,Mumbai,MH,3108.0,31216.0,1288.0,67.0,518.0,4591.0,274195.0,0.0,0.0,0.021793023810173357,4011.095238095238,28.054890002178173,33.9370701703058,-0.05224429727740987,191.25723010343808,8379.978703677134,23143.0,23143.0,67.0,191.25723010343808,518.0,0.0,1288.0,67.0,518.0,0.0,269608.0,57468.0,31215.0,3107.0,8.0,23146.0,21041.0,103.61904761904762,1105.047619047619
2020-06-19,58731.0,Mumbai,MH,3222.0,31624.0,1264.0,114.0,408.0,4591.0,278786.0,0.0,0.0,0.03602285224938166,4092.3333333333335,27.532128076671746,32.85974392620574,-0.018633540372670843,163.6857498361362,8543.664453513271,23885.0,23885.0,114.0,163.6857498361362,408.0,9182.0,1264.0,114.0,408.0,0.0,278790.0,58732.0,31623.0,3221.0,8.0,23888.0,21455.238095238095,107.23809523809524,774.0952380952381
2020-06-20,59921.0,Mumbai,MH,3358.0,32227.0,1190.0,136.0,603.0,8594.0,287380.0,0.0,0.0,0.0413432739005664,4364.190476190476,13.846869909239004,31.02675258656976,-0.05854430379746833,171.0141143489776,8714.67856786225,24336.0,24336.0,136.0,171.0141143489776,603.0,8594.0,1190.0,136.0,603.0,0.0,287384.0,59922.0,32226.0,3357.0,8.0,24339.0,21838.571428571428,111.14285714285714,785.8571428571429
2020-06-21,61080.0,Mumbai,MH,3468.0,32851.0,1159.0,110.0,624.0,4206.0,291586.0,0.0,0.0,0.032232500262946405,4427.0952380952385,27.55587256300523,30.28562346788147,-0.026050420168067245,149.1209250155057,8863.799492877755,24761.0,24761.0,110.0,149.1209250155057,624.0,4206.0,1159.0,110.0,624.0,0.0,291590.0,61081.0,32850.0,3467.0,8.0,24764.0,22205.714285714286,113.9047619047619,795.2380952380952
2020-06-22,62178.0,Mumbai,MH,3534.0,33481.0,1098.0,66.0,630.0,3271.0,294857.0,0.0,0.0,0.018852314979209195,4445.476190476191,33.5677162947111,29.551825688071972,-0.052631578947368474,137.14952450279972,9000.949017380555,25163.0,25163.0,66.0,137.14952450279972,630.0,3271.0,1098.0,66.0,630.0,0.0,294861.0,62179.0,33480.0,3533.0,8.0,25166.0,22535.85714285714,115.14285714285714,816.0
2020-06-23,63002.0,Mumbai,MH,3641.0,33936.0,824.0,107.0,455.0,4518.0,299375.0,0.0,0.0,0.029827995295791745,4408.857142857143,18.2381584772023,29.41424783645902,-0.24954462659380694,110.36476290801826,9111.313780288574,25425.0,25425.0,107.0,110.36476290801826,455.0,4518.0,824.0,107.0,455.0,0.0,299379.0,63003.0,33935.0,3640.0,8.0,25428.0,22838.47619047619,117.9047619047619,826.8095238095239
2020-06-24,64120.0,Mumbai,MH,3761.0,36368.0,1118.0,120.0,2432.0,5311.0,304686.0,0.0,0.0,0.032426510294902997,4410.0,21.050649595179816,29.26738972455575,0.3567961165048543,170.82949135959333,9282.143271648167,23991.0,23991.0,120.0,170.82949135959333,2432.0,5311.0,1118.0,120.0,2432.0,0.0,304690.0,64121.0,36367.0,3760.0,8.0,23994.0,23026.714285714286,121.28571428571429,930.2857142857143
2020-06-25,65470.0,Mumbai,MH,3859.0,38509.0,1350.0,98.0,2141.0,5094.0,309780.0,0.0,0.0,0.025723203067282444,4474.0952380952385,26.501766784452297,28.701101950862192,0.20751341681574242,200.46371167674022,9482.606983324908,23102.0,23102.0,98.0,200.46371167674022,2141.0,0.0,1350.0,98.0,2141.0,0.0,304690.0,65471.0,38508.0,3858.0,8.0,23105.0,23136.095238095237,123.66666666666667,1002.5238095238095
2020-06-26,66767.0,Mumbai,MH,3976.0,39104.0,1297.0,117.0,595.0,5094.0,314874.0,0.0,0.0,0.029868206238845913,4547.714285714285,25.46132705143306,28.37142981335326,-0.039259259259259216,192.5936548479497,9675.200638172857,23687.0,23687.0,117.0,192.5936548479497,595.0,0.0,1297.0,117.0,595.0,0.0,304690.0,66768.0,39103.0,3975.0,8.0,23690.0,23253.666666666668,126.66666666666667,998.3809523809524
2020-06-27,68844.0,Mumbai,MH,4081.0,41689.0,2077.0,105.0,2585.0,5094.0,319968.0,0.0,0.0,0.02606576762934094,4621.333333333333,40.773458971338826,28.60313959526004,0.6013878180416345,282.8225610188871,9958.023199191744,23074.0,23074.0,105.0,282.8225610188871,2585.0,15283.0,2077.0,105.0,2585.0,0.0,319973.0,68845.0,41688.0,4080.0,8.0,23077.0,23341.238095238095,128.9047619047619,1064.3809523809523
2020-06-28,70131.0,Mumbai,MH,4168.0,42514.0,1287.0,87.0,825.0,4693.0,324661.0,0.0,0.0,0.021094248027397202,4675.857142857143,27.42382271468144,28.003200300039257,-0.38035628310062586,204.19602493851124,10162.219224130256,23449.0,23449.0,87.0,204.19602493851124,825.0,4693.0,1287.0,87.0,825.0,0.0,324666.0,70132.0,42513.0,4167.0,8.0,23452.0,23439.714285714286,130.14285714285714,1045.904761904762
2020-06-29,71357.0,Mumbai,MH,4260.0,42905.0,1226.0,92.0,391.0,1978.0,326639.0,0.0,0.0,0.021832855830213316,4601.0952380952385,61.98179979777553,29.1951719766714,-0.04739704739704742,182.05074853013593,10344.269972660393,24192.0,24192.0,92.0,182.05074853013593,391.0,0.0,1226.0,92.0,391.0,0.0,324666.0,71358.0,42904.0,4259.0,8.0,24195.0,23554.285714285714,131.47619047619048,1024.4285714285713
2020-06-30,72250.0,Mumbai,MH,4353.0,43530.0,893.0,93.0,625.0,1978.0,328617.0,0.0,0.0,0.02159610228888151,4526.333333333333,45.146612740141556,29.98274085520823,-0.2716150081566069,111.50091146471009,10455.770884125104,24367.0,24367.0,93.0,111.50091146471009,625.0,3955.0,893.0,93.0,625.0,0.0,328621.0,72251.0,43529.0,4352.0,8.0,24370.0,23675.0,133.14285714285714,1010.8095238095239
